pitch0,pitch1,pitch2,pitch3,pitch4,pitch5,pitch6,pitch7,pitch8,pitch9,pitch10,pitch11
0.5655177757520505,0.4802862351868732,0.3314220601640837,0.22642661804922512,0.34456426618049246,0.2328140382862351,0.34673473108477637,0.4113637192342754,0.5255770282588884,0.5628468550592525,0.3613181403828631,0.29180127620783985
0.4944377880184329,0.2964433179723503,0.31017142857142904,0.2356092165898616,0.431947465437788,0.34923225806451647,0.2851502304147462,0.39014193548387155,0.26216036866359455,0.4349788018433176,0.22736682027649763,0.4095225806451608
0.36428271604938245,0.3748469135802469,0.19607654320987628,0.4802530864197533,0.23665925925925896,0.3234691358024692,0.15391975308642,0.25376666666666664,0.4545851851851856,0.15189629629629636,0.39039629629629635,0.15913580246913583
0.7271981776765368,0.47834396355353115,0.23870387243735772,0.19487813211845118,0.2295763097949885,0.2782687927107059,0.27134054669703866,0.2882118451025053,0.23282346241457882,0.29445558086560364,0.18601138952164034,0.26081321184510237
0.5757138613861386,0.28563663366336667,0.36196039603960367,0.2209039603960395,0.3493881188118809,0.30520891089108926,0.31785445544554436,0.5561990099009907,0.3218247524752481,0.4557683168316833,0.26761287128712874,0.270742574257425
0.5891054599850407,0.3957920718025435,0.3072094240837698,0.3870942408376959,0.27210545998504065,0.3559820493642488,0.2988676140613315,0.454165295437547,0.3602400897531788,0.30944502617801034,0.46260732984293296,0.27815183246073316
0.30258587257617764,0.3264639889196677,0.40467174515235427,0.18502077562326863,0.2940401662049863,0.15966481994459855,0.3424335180055402,0.3591135734072021,0.2602659279778393,0.44523961218836566,0.252432132963989,0.36096260387811613
0.33756643356643357,0.3189258741258744,0.4257538461538466,0.3899776223776221,0.264360839160839,0.42534125874125817,0.24870489510489507,0.39030349650349644,0.2621314685314685,0.30931888111888123,0.4275650349650345,0.1717412587412589
0.6975558620689659,0.5008827586206893,0.39463586206896595,0.2626372413793105,0.41875172413793094,0.32367448275862054,0.3576910344827586,0.4520234482758618,0.328313103448276,0.43182758620689676,0.2871131034482759,0.30564827586206883
0.5513303341902316,0.36416838046272515,0.24070694087403585,0.3558534704370178,0.22758740359897137,0.24571208226221067,0.3047544987146528,0.46173264781491047,0.503367609254499,0.32327249357326454,0.3081131105398458,0.22376606683804642
0.3656632768361584,0.44916384180790986,0.5581649717514128,0.30264519774011284,0.405299435028248,0.26906666666666673,0.28834463276836203,0.38837401129943505,0.2116723163841806,0.22906779661016965,0.1771435028248586,0.2793514124293783
0.4053095975232202,0.5357894736842104,0.2543947368421054,0.316244582043344,0.4853808049535608,0.2689489164086687,0.3562306501547989,0.2444226006191952,0.3528328173374611,0.3266501547987618,0.24650154798761598,0.4281857585139318
0.5952070393374737,0.5343364389233957,0.2767401656314699,0.3108022774327124,0.3140527950310557,0.4663737060041407,0.3706490683229813,0.3788002070393377,0.41559006211180155,0.36476086956521747,0.4573219461697727,0.2979513457556935
0.6198073170731708,0.6047243902439018,0.3253390243902438,0.2698390243902442,0.4272211382113823,0.305952032520325,0.20280894308943104,0.25676016260162576,0.16990975609756104,0.18350731707317064,0.18950894308943078,0.46140569105691065
0.34197183098591555,0.6011014084507043,0.3764042253521124,0.21141126760563356,0.3171352112676055,0.21742957746478878,0.36579718309859155,0.247595774647887,0.315190140845071,0.4667436619718308,0.25384366197183117,0.25967323943661963
0.338148846960168,0.42125995807127853,0.2208144654088049,0.31618448637316515,0.2827410901467506,0.26044549266247374,0.3971855345911949,0.3664350104821801,0.5217997903563933,0.4213259958071278,0.4553595387840673,0.29324004192872055
0.3881626016260161,0.2974769647696477,0.4051924119241192,0.1986382113821139,0.3008333333333332,0.18317208672086738,0.286651761517615,0.4276300813008131,0.16688617886178883,0.20386856368563694,0.17466531165311674,0.3801368563685636
0.4444876404494385,0.42515056179775323,0.4415516853932584,0.22131235955056208,0.23206516853932607,0.287651685393258,0.2003797752808987,0.26900449438202256,0.2587887640449434,0.4117235955056178,0.3288146067415729,0.2599247191011234
0.5264576470588233,0.5331941176470585,0.39238705882352953,0.3538929411764709,0.5216447058823538,0.5730823529411767,0.404376470588236,0.4722176470588236,0.31916588235294124,0.4671517647058825,0.24572352941176492,0.29637294117647034
0.45194337349397606,0.4945072289156629,0.43277831325301186,0.29612168674698797,0.4380024096385545,0.34317228915662673,0.26922530120481936,0.3350951807228918,0.28259156626506027,0.325387951807229,0.20372289156626538,0.2636855421686748
0.49321761658031027,0.37070155440414504,0.24554404145077738,0.4378082901554405,0.198543005181347,0.21653264248704662,0.2555689119170984,0.46184870466321243,0.3048632124352328,0.24186217616580266,0.3163896373056999,0.25340621761658033
