timbre0,timbre1,timbre2,timbre3,timbre4,timbre5,timbre6,timbre7,timbre8,timbre9,timbre10,timbre11
47.634601640838596,2.557585232452131,-23.780333637192314,-6.578245214220599,10.876113947128529,-13.711015496809473,1.514876025524156,-2.3768094804010955,0.6567611668185983,5.700232452142208,-18.592178669097564,-1.0924539653600713
52.47791705069122,65.73292626728107,50.89295023041471,16.079132718893995,41.99198525345622,-15.83802027649768,-1.47470414746543,1.482797235023043,-7.830749308755763,3.769063594470049,-12.888111520737313,0.8816018433179736
49.26141728395068,46.57449506172832,-5.64705308641975,-4.726581481481483,48.40178888888888,-16.35088395061727,-13.422538271604935,-4.113713580246908,-10.971918518518509,-1.1604135802469133,-14.684008641975284,1.3955012345678997
45.43361389521635,10.516649202733477,-7.445903189066048,-9.215478359908882,0.36945558086560193,-15.21915831435081,20.243923690204984,8.294883826879273,-1.1461173120728898,3.2459157175398596,-17.54055239179955,0.03880751708428236
52.27499504950494,62.34939900990097,-1.8667742574257375,-4.668169306930685,36.71207722772277,-33.15812079207921,-15.529415841584182,1.7433415841584128,-4.321016831683169,7.561802970297033,-12.431474257425727,-5.487772277227719
47.76881226626777,5.876569932685116,3.3147748691099497,6.772810022438285,25.288973074046346,-11.603721017202698,-11.466937920718035,-2.457456245325357,-3.620782348541515,-0.4235078534031397,-12.780607329842926,-7.952972326103215
48.27876177285323,52.83971052631577,16.421657894736835,0.27823684210526434,31.848145429362884,-9.748246537396122,-8.611788088642657,0.3035650969529086,-8.725119113573404,3.690376731301947,-12.013047091412744,0.6361772853185632
47.97267832167829,-16.80360139860139,7.951538461538464,-12.935037762237755,32.57893146853146,-18.474587412587404,1.3664181818181813,1.0436181818181818,-21.360365034964993,-7.2088517482517505,-11.431728671328674,-4.101055944055948
51.273128275862035,58.94797655172416,13.943143448275858,11.905259310344805,44.86474068965519,-30.031630344827608,3.993595862068967,5.610820689655181,-15.714078620689643,6.250457931034484,-10.797202758620703,-8.589642758620691
50.106943444730064,2.703118251928018,0.0794473007712155,-6.704610539845765,18.56421979434448,-28.650025706940905,18.13663881748071,6.267793059125959,-16.349110539845746,-0.6741233933161952,-9.123863753213382,-3.797592544987142
49.34303841807908,20.16688813559321,-21.28695593220341,-3.078318644067795,28.74525762711869,-14.990896045197744,-7.823857627118652,-3.5641096045197806,-13.13506553672317,7.657606779661024,-14.447110734463282,0.10940112994350361
52.99270588235295,88.53049226006188,27.724314241486034,-11.926919504643962,31.138109907120768,-27.494936532507726,-6.205636222910223,-1.1208978328173385,-2.7119055727554153,3.1043018575851358,-8.551688854489173,0.7260897832817345
50.40828260869562,65.57721325051767,4.359174948240162,9.866158385093156,19.906226708074517,-19.109817805382995,9.348867494823999,-0.05660662525879879,-10.286355072463772,5.3812380952380945,-15.757483436852992,-1.721383022774327
47.16841951219511,-8.293408943089435,-17.520513008130106,-2.707618699186987,42.277115447154465,-18.283090243902432,22.812535772357734,-0.32697804878049014,-10.973713008130085,1.1105504065040654,-19.533611382113815,-15.859066666666644
49.26511971830985,22.174856338028174,12.604338028169007,1.0489380281690164,36.728238028168995,-31.886007042253492,10.993897183098602,-0.6817098591549312,-13.452552112676042,0.7648211267605644,-10.434154929577465,-6.025880281690143
48.78625471698115,15.27984486373166,-5.021516771488478,17.748419287211743,23.97928406708593,-16.529219077568136,-6.803618448637306,-8.29902201257862,-8.070820754716982,-7.814619496855334,-15.452320754716986,-3.32034591194969
46.96873170731713,-10.5731165311653,-54.00374932249324,-16.31583875338754,49.1828983739837,-25.714047425474266,-15.808093495934964,4.136460704607046,-3.9901951219512215,0.10417886178861721,-9.01485365853659,2.3137845528455303
52.08625617977526,55.742938202247196,16.275173033707855,-0.4636741573033671,33.05912921348316,-22.611455056179786,-6.968065168539327,-1.2490988764044972,-3.160010112359552,3.2123696629213505,-12.079260674157299,-4.107320224719098
49.46893764705885,30.76653647058826,11.868502352941173,-13.030442352941172,28.855072941176463,-22.879119999999997,8.809223529411764,2.422068235294119,1.332122352941176,0.16586000000000006,-14.23052705882354,-6.981612941176468
42.013744578313236,24.703650602409603,-50.82287228915672,3.664921686746987,39.984819277108485,-7.861556626506021,-16.388148192771094,-1.6427771084337346,-5.189516867469878,-0.26239397590361396,-26.098151807228952,-1.926201204819277
49.28611606217611,25.18291295336788,-11.545676683937833,-1.9036404145077677,23.254877720207247,-29.379254922279788,-2.1604310880829067,-1.3794393782383403,0.28538238341968997,-1.995116062176167,-9.83446321243524,7.696601036269427
46.420524517087706,25.39997919762261,-30.1866864784547,-17.46847251114413,29.00862109955422,-26.92306835066865,-0.6169910846953883,-1.4964383358098021,0.9199182763744423,2.391057949479941,-12.24285438335811,-0.06329569093610797
50.36992076069731,41.29513312202855,12.193979397781295,-7.201375594294779,32.51054992076068,-9.794456418383525,-10.538063391442156,-1.046830427892236,-6.508695721077649,4.054374009508713,-14.857255150554671,-2.3526703645007925
52.69997479954179,21.270536082474248,17.52472966781212,11.196531500572735,19.833042382588747,-19.42936082474226,9.342529209622008,-1.2811706758304708,-7.488376861397485,0.929780068728524,-16.37364490263457,-5.526408934707902
52.8282740740741,55.58966137566137,12.34499894179895,0.13866243386243193,28.92790899470897,-34.78906666666671,16.889785185185175,1.9674095238095228,-9.02042116402116,5.367364021164025,-10.56040105820106,-5.529957671957672
46.01637844940866,17.314839684625507,-32.717730617608446,6.6702614980289,20.348596583442845,-42.45557687253616,-7.628363994743759,2.1894034165571643,-2.670674113009199,5.211817345597897,-13.420022339027604,-2.440166885676742
49.69047128129601,56.40370692194406,46.86338586156111,-0.32330486008836723,37.67144477172307,-21.191927835051537,22.0890913107511,8.727958762886601,-11.107082474226813,-0.6438217967599409,-9.977966126656847,5.463653902798233
50.325356521739174,72.86529420289853,19.951053623188432,-4.562594202898556,20.704542028985507,-31.282162318840577,0.4133550724637669,2.2034057971014502,-6.736192753623184,0.5418246376811592,-8.70787246376812,-6.929730434782612
52.93715655853319,55.69603667136817,25.45732157968969,1.7486967559943583,33.21584767277858,-20.719186177715116,3.2296741889985867,0.9241283497884343,-8.33886459802539,0.1254541607898461,-11.602737658674199,-2.0222059238363883
48.8836390804598,55.54978275862074,22.036228735632196,-5.825625287356303,22.720183908046003,-19.32213333333333,6.6549517241379315,3.9707666666666652,2.2851126436781577,1.1531459770114956,-11.016918390804594,3.9162080459770108
48.710746954076875,5.940500468603571,-0.4096607310215601,-0.31751452671040226,6.1726841611996255,-23.13374320524835,-3.938944704779754,-5.850331771321465,-8.596680412371127,2.576280224929708,-6.042009372071236,-1.803525773195877
47.92392815076562,42.140731448763226,-2.1022650176678424,0.009502944640757608,31.688555948174344,-12.524740871613654,-9.893399293286226,-2.6433780918727927,-17.041749116607765,7.803861012956423,-17.79481861012957,-6.84499764428739
47.70543643512444,2.6179121887287087,-20.624140235910904,-6.040326343381385,27.770515072083924,-17.48673263433814,-7.321331585845342,5.818014416775887,-8.297674967234613,4.527415465268679,-17.55670380078638,-3.23185583224115
51.43850270270273,29.77144189189184,27.321368918918942,-9.259193243243248,39.58541891891891,-28.122145945945945,-0.3119513513513477,-2.5426824324324317,-11.375752702702703,-1.3428608108108113,-8.776078378378383,-1.6858689189189193
49.36211205673762,15.240614184397153,-9.745997163120562,-23.24814468085106,15.602533333333346,-17.685321985815612,-1.3474439716312039,0.8011801418439705,-10.727432624113476,-1.5137148936170222,-11.312276595744661,-4.194052482269501
53.13423522853961,57.81838238573021,7.979306577480491,6.706803790412491,27.200309921962116,-35.38040133779269,18.135672240802684,10.678622073578579,-5.818244147157187,4.44973913043478,-10.678224080267562,-5.459675585284281
48.110339449541264,46.49109724770639,36.65122752293578,4.537500917431193,33.9074880733945,-24.27881651376148,13.204517431192652,-2.0044990825688043,-23.192407339449538,1.228871559633027,-12.33273027522936,-3.591429357798167
49.68605174353211,57.171479190101245,9.253627671541059,-4.4065871766029225,28.12433408323961,-15.742698537682799,6.870482564679414,2.872326209223848,-0.0442744656917873,3.0529527559055145,-14.055658042744662,-0.8258638920134992
48.58600874316942,7.018348633879779,-3.202954098360656,-9.837902732240435,38.7486666666667,-21.81894098360658,-11.239731147540976,1.9267442622950803,-4.946426229508185,0.7016240437158486,-11.494076502732236,-1.0696065573770506
50.36060839160831,52.41130969030965,7.337923076923081,-0.5362787212787185,13.294326673326669,-21.795139860139816,-4.104031968031972,-5.963063936063942,-19.683010989010963,2.377663336663338,-13.326178821178823,-7.261739260739264
50.40713721413716,-4.3650207900207985,-12.761629937629936,-15.043418918918913,24.39858004158,-18.88049064449066,6.498012474012479,-3.1665498960498963,1.0365197505197508,1.715614345114346,-16.139476091476084,-6.531769230769232
50.43471098265892,80.65389710982656,13.514963005780338,-8.390239306358394,26.30541040462427,-24.937677456647403,5.827072832369944,2.133705202312141,-6.562908670520234,1.0322265895953764,-12.53981502890172,-0.1779225433525998
54.994799468791456,85.98912084993358,25.96325099601595,-9.79341434262949,31.26294289508633,-22.460836653386462,-6.674369189907046,2.292146082337316,-11.49005843293494,-1.1694833997343947,-9.568123505976091,5.982508632138117
49.663885207100606,33.30073964497041,24.6122272189349,-3.3019230769230754,49.18067455621301,-21.558674556213006,1.079062721893491,-2.779928994082841,-3.955511242603553,0.16822011834319542,-14.201779881656812,-2.9373633136094677
41.828900099900004,-3.4569910089910025,-48.49457242757233,-8.847397602397605,35.7805844155844,-8.93871228771228,0.07516283716283674,3.798835164835169,0.7353856143856153,-5.970246753246745,-12.928170829170838,0.6033586413586411
50.562262370540815,31.513894131185264,-7.709212888377443,7.49406904487917,31.21952934407361,-30.26151438434981,-11.54002761795166,-7.155281933256619,-12.80485040276179,2.7758596087456877,-11.338797468354429,-2.2420126582278472
48.722302222222176,16.423536666666667,15.298652222222245,-9.69461444444443,32.0861011111111,-17.77462888888888,5.048922222222224,4.657657777777777,-4.049868888888896,1.2601833333333312,-16.081071111111093,-9.692554444444449
50.06022280471817,39.18047837483616,16.244222804718213,-7.447515072083872,18.370788990825694,-20.12038007863696,-5.83617169069463,-1.3000039318479664,0.21814678899082554,-2.1091612057667084,-9.636608125819146,2.8193604193971185
41.570152263374446,-6.445647462277076,31.399967078189267,-2.6677750342935465,35.11972016460901,-9.546576131687258,12.499707818930036,3.5586803840877907,-0.4520507544581608,-8.486411522633752,-12.198759945130321,12.55818381344308
47.37924464487034,30.680171364148848,-11.02045546786922,6.790710259301,28.386412626832005,-24.492287485907536,9.066738444193915,10.754242390078906,-8.57117700112739,-0.04059639233370859,-11.06613979706876,0.40113979706877073
53.744302998965836,35.58074457083761,9.480750775594615,12.87354705274044,38.6487476732161,-37.72093174767323,-2.3502564632885203,-0.8619958634953458,-11.833567735263724,0.7739896587383674,-8.368989658738368,5.1022244053774575
49.83815325077406,112.90876470588212,21.601100619195034,22.075092879256964,34.751534055727504,-10.486222910216727,0.19699071207430394,14.10689318885448,-23.22993653250774,8.664032507739932,-14.162851393188854,-3.25554024767802
49.32952731591448,47.26321733966747,5.454902612826603,-6.77374465558195,21.841966745843237,-28.872595011876488,-14.668608076009493,4.438566508313542,-7.206375296912109,-0.25505700712589124,-4.077643705463187,8.482756532066519
51.965107904642416,-1.9284730238394037,12.238539523212037,-5.4904065244667555,44.73308030112924,-23.742166875784193,2.908066499372648,-2.2367076537013824,-16.53096486825594,-3.319101631116684,-8.127905897114179,2.13242409033877
45.753228882833774,-41.19929564032695,-6.630325613079016,-6.247760217983646,11.10715395095369,-22.403382833787443,-2.0424618528610377,3.631181198910082,-5.5465408719345985,-4.597129427792924,-11.988926430517695,-2.7908569482288836
43.92315718562872,31.731604790419166,-2.2702425149700614,-1.6431796407185653,23.680902694610797,-21.42605538922154,-3.0825464071856277,-6.541594311377248,-7.950991017964076,0.7759326347305388,-12.340101796407183,1.045543413173653
49.6707831912302,9.479225334957368,-10.034465286236287,-15.545589524969518,7.868604141291107,-27.403600487210696,-0.8651802679658938,-0.603270401948842,-0.5779537149817288,-0.9646552984165635,-8.44185261875762,-7.559454323995125
51.47535031055898,86.63721739130432,14.358580124223579,-4.849447204968939,43.2039652173913,-18.337290683229835,-8.353075776397514,1.6048310559006207,0.18925838509316764,4.555418633540374,-15.471120496894413,0.7830645962732922
50.80968257491676,12.059904550499443,5.733774694783576,-0.9281187569367384,35.87936736958936,-34.944847946725844,6.089164261931187,-2.839441731409546,-10.59744839067704,3.625940066592672,-10.701428412874584,-9.788338512763596
